outcome,population,source,diff,ci_low,ci_high,p_value,n_agents
premium_usd,all post-fork buyers,transaction_utility,6.993712121212122,-8.56726515151515,22.267278409090906,0.4122,22
price_usd,all post-fork buyers,transaction_utility,0.8346969696969687,-12.411484848484848,12.737352272727268,0.9008,22
premium_usd,the 20 logged agents,transaction_utility,-6.401666666666667,-47.89611111111111,29.431111111111104,0.7342,6
price_usd,the 20 logged agents,transaction_utility,-8.41666666666667,-49.55555555555555,28.249999999999996,0.6992,6
offer_ratio,,json_trajectories,0.08700256761386056,-0.06414241178350917,0.2691339253251653,0.3806,12
offer_usd,,json_trajectories,-11.995835237293571,-34.22685527146464,8.094287688391853,0.3294,12
